,Unnamed: 0,batsman,bowler,batsman_runs,total_runs,dismissals,balls,strike_rate,economy,bowler_strike_rate,bowler_average,metric
2843,15652,RV Uthappa,Joginder Sharma,17.0,19.0,1.0,18.0,94.44444444444444,6.333333333333333,18.0,19.0,0.10067003337543867
2844,15664,RV Uthappa,P Amarnath,6.0,6.0,0.1,5.0,120.0,7.2,50.0,60.0,0.4039268212215743
2845,15665,SM Pollock,P Amarnath,7.0,7.0,1.0,3.0,233.33333333333334,14.0,3.0,7.0,0.09163154740674595
2846,15674,DJ Bravo,Joginder Sharma,1.0,1.0,2.0,5.0,20.0,1.2,2.5,0.5,0.0005610094739187943
2847,15676,SM Pollock,M Muralitharan,2.0,5.0,0.1,6.0,33.333333333333336,5.0,60.0,50.0,0.09350157898647549
2848,15680,DJ Bravo,M Muralitharan,13.0,14.0,0.1,13.0,100.0,6.461538461538462,130.0,140.0,0.7854132634863946
2849,15685,DJ Bravo,P Amarnath,13.0,13.0,0.1,6.0,216.66666666666666,13.0,60.0,130.0,1.5801766848714367
2850,15689,AM Nayar,P Amarnath,24.0,24.0,0.1,7.0,342.85714285714283,20.571428571428573,70.0,240.0,4.616306528246564
2851,15694,AM Nayar,M Muralitharan,20.0,24.0,0.1,25.0,80.0,5.76,250.0,240.0,1.0771381899241983
2852,15706,MA Khote,Joginder Sharma,3.0,3.0,0.1,3.0,100.0,6.0,30.0,30.0,0.16830284217565594
2853,15708,AM Nayar,Joginder Sharma,12.0,13.0,0.1,7.0,171.42857142857142,11.142857142857142,70.0,130.0,1.2502496847334443
2854,15711,MA Khote,M Muralitharan,6.0,6.0,1.0,2.0,300.0,18.0,2.0,6.0,0.10098170530539352
2855,15715,Harbhajan Singh,M Muralitharan,14.0,14.0,1.0,9.0,155.55555555555554,9.333333333333334,9.0,14.0,0.12217539654232806
2856,15716,Harbhajan Singh,P Amarnath,7.0,7.0,0.1,3.0,233.33333333333334,14.0,30.0,70.0,0.9163154740674603
2857,15722,Harbhajan Singh,JDP Oram,17.0,17.0,0.1,7.0,242.85714285714286,14.571428571428571,70.0,170.0,2.316167685179266
2858,15737,A Nehra,Joginder Sharma,1.0,1.0,0.1,2.0,50.0,3.0,20.0,10.0,0.0280504736959426
2859,15741,AC Gilchrist,MM Patel,40.0,44.0,0.1,28.0,142.85714285714286,9.428571428571429,280.0,440.0,3.5263452646327926
2860,15747,VVS Laxman,SR Watson,10.0,13.0,0.1,15.0,66.66666666666667,5.2,150.0,130.0,0.48620821072967285
2861,15748,AC Gilchrist,SR Watson,31.0,35.0,1.0,24.0,129.16666666666666,8.75,24.0,35.0,0.2536230330008149
2862,15753,AC Gilchrist,YK Pathan,32.0,34.0,2.0,41.0,78.04878048780488,4.975609756097561,20.5,17.0,0.07443637897850142
2863,15755,Shahid Afridi,YK Pathan,10.0,10.0,1.0,4.0,250.0,15.0,4.0,10.0,0.14025236847971329
2864,15759,A Symonds,SR Watson,12.0,15.0,0.1,16.0,75.0,5.625,160.0,150.0,0.63113565815871
2865,15765,A Symonds,MM Patel,21.0,23.0,0.1,11.0,190.9090909090909,12.545454545454545,110.0,230.0,2.4633415991164194
2866,15770,VVS Laxman,MM Patel,4.0,4.0,0.1,1.0,400.0,24.0,10.0,40.0,0.8976151582701652
2867,15778,A Symonds,Pankaj Singh,4.0,4.0,0.1,6.0,66.66666666666667,4.0,60.0,40.0,0.14960252637836086
2868,15780,VVS Laxman,Pankaj Singh,1.0,1.0,0.1,2.0,50.0,3.0,20.0,10.0,0.0280504736959426
2869,15784,A Symonds,SK Trivedi,43.0,44.0,1.0,21.0,204.76190476190476,12.571428571428571,21.0,44.0,0.5054428212640336
2870,15786,VVS Laxman,SK Trivedi,8.0,8.0,0.1,6.0,133.33333333333334,8.0,60.0,80.0,0.5984101055134434
2871,15790,A Symonds,SK Warne,65.0,66.0,0.1,38.0,171.05263157894737,10.421052631578947,380.0,660.0,6.333501692399685
2872,15792,VVS Laxman,SK Warne,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2873,15793,RG Sharma,SK Warne,51.0,51.0,3.0,51.0,100.0,6.0,17.0,17.0,0.09537161056620502
2874,15796,RG Sharma,SK Trivedi,44.0,45.0,4.0,36.0,122.22222222222223,7.5,9.0,11.25,0.07713880266384232
2875,15809,RG Sharma,D Salunkhe,2.0,2.0,0.1,4.0,50.0,3.0,40.0,20.0,0.056100947391885314
2876,15811,A Symonds,D Salunkhe,7.0,7.0,0.1,2.0,350.0,21.0,20.0,70.0,1.3744732111011908
2877,15815,RG Sharma,YK Pathan,12.0,13.0,0.1,19.0,63.1578947368421,4.105263157894737,190.0,130.0,0.46061830490179523
2878,15816,A Symonds,YK Pathan,9.0,9.0,0.1,3.0,300.0,18.0,30.0,90.0,1.5147255795809036
2879,15822,RG Sharma,Pankaj Singh,9.0,9.0,0.1,4.0,225.0,13.5,40.0,90.0,1.136044184685678
2880,15852,AS Yadav,MM Patel,6.0,6.0,0.1,3.0,200.0,12.0,30.0,60.0,0.6732113687026239
2881,15860,AS Yadav,SR Watson,10.0,11.0,1.0,7.0,142.85714285714286,9.428571428571429,7.0,11.0,0.08815863161581972
2882,15867,Kamran Akmal,WPUJC Vaas,5.0,5.0,1.0,5.0,100.0,6.0,5.0,5.0,0.0280504736959426
2883,15871,GC Smith,WPUJC Vaas,17.0,17.0,1.0,11.0,154.54545454545453,9.272727272727273,11.0,17.0,0.1473924890568623
2884,15873,Kamran Akmal,RP Singh,7.0,9.0,0.1,4.0,175.0,13.5,40.0,90.0,0.883589921422194
2885,15877,GC Smith,RP Singh,18.0,18.0,1.0,22.0,81.81818181818181,4.909090909090909,22.0,18.0,0.08262139524986745
2886,15880,YK Pathan,WPUJC Vaas,35.0,35.0,0.1,15.0,233.33333333333334,14.0,150.0,350.0,4.5815773703373015
2887,15885,YK Pathan,RP Singh,44.0,49.0,1.0,30.0,146.66666666666666,9.8,30.0,49.0,0.40317880858968247
2888,15898,GC Smith,PP Ojha,20.0,20.0,0.1,14.0,142.85714285714286,8.571428571428571,140.0,200.0,1.6028842111967236
2889,15901,YK Pathan,PP Ojha,93.0,96.0,3.0,49.0,189.79591836734693,11.755102040816327,16.333333333333332,32.0,0.34072738660867496
2890,15904,YK Pathan,D Kalyankrishna,9.0,9.0,1.0,6.0,150.0,9.0,6.0,9.0,0.07573627897904511
2891,15905,GC Smith,D Kalyankrishna,15.0,15.0,0.1,8.0,187.5,11.25,80.0,150.0,1.577839145396775
2892,15916,GC Smith,Shahid Afridi,25.0,27.0,1.0,23.0,108.69565217391305,7.043478260869565,23.0,27.0,0.16464408473705472
2893,15917,YK Pathan,Shahid Afridi,3.0,3.0,0.1,4.0,75.0,4.5,40.0,30.0,0.12622713163174193
2894,15925,SR Watson,D Kalyankrishna,1.0,1.0,0.1,2.0,50.0,3.0,20.0,10.0,0.0280504736959426
2895,15929,SR Watson,PP Ojha,32.0,34.0,2.0,25.0,128.0,8.16,12.5,17.0,0.12207566152474247
2896,15935,SR Watson,Shahid Afridi,2.0,2.0,1.0,3.0,66.66666666666667,4.0,3.0,2.0,0.0074801263189179235
2897,15940,GC Smith,A Symonds,2.0,3.0,0.1,3.0,66.66666666666667,6.0,30.0,30.0,0.11220189478377063
2898,15941,M Kaif,A Symonds,25.0,25.0,0.1,9.0,277.77777777777777,16.666666666666668,90.0,250.0,3.8958991244364816
2899,15946,M Kaif,Shahid Afridi,2.0,2.0,1.0,3.0,66.66666666666667,4.0,3.0,2.0,0.0074801263189179235
2900,15959,M Kaif,D Kalyankrishna,5.0,5.0,0.1,2.0,250.0,15.0,20.0,50.0,0.7012618423985666
2901,15966,M Kaif,WPUJC Vaas,2.0,2.0,0.1,2.0,100.0,6.0,20.0,20.0,0.11220189478377063
2902,15973,RA Jadeja,Shahid Afridi,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
2903,15974,SK Warne,Shahid Afridi,4.0,4.0,0.1,3.0,133.33333333333334,8.0,30.0,40.0,0.2992050527567217
2904,15977,RA Jadeja,RP Singh,33.0,37.0,1.0,24.0,137.5,9.25,24.0,37.0,0.2854135698562166
2905,15978,SK Warne,RP Singh,3.0,4.0,0.1,5.0,60.0,4.8,50.0,40.0,0.13464227374052473
2906,15980,D Salunkhe,RP Singh,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
2907,15983,Pankaj Singh,RP Singh,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
2908,15984,Pankaj Singh,A Symonds,3.0,3.0,0.1,2.0,150.0,9.0,20.0,30.0,0.25245426326348397
2909,15986,SK Warne,A Symonds,16.0,16.0,0.1,3.0,533.3333333333334,32.0,30.0,160.0,4.787280844107547
2910,15989,K Goel,SM Pollock,3.0,3.0,0.1,8.0,37.5,2.25,80.0,30.0,0.06311356581587091
2911,15992,IK Pathan,SM Pollock,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
2912,15995,IK Pathan,A Nehra,11.0,14.0,1.0,11.0,100.0,7.636363636363637,11.0,14.0,0.07854132634863942
2913,15996,K Goel,A Nehra,6.0,6.0,0.1,6.0,100.0,6.0,60.0,60.0,0.3366056843513119
2914,15999,KC Sangakkara,A Nehra,39.0,42.0,1.0,28.0,139.28571428571428,9.0,28.0,42.0,0.32819054224252914
2915,16002,KC Sangakkara,SM Pollock,24.0,25.0,0.1,12.0,200.0,12.5,120.0,250.0,2.8050473695942664
2916,16020,KC Sangakkara,DS Kulkarni,32.0,33.0,1.0,22.0,145.45454545454547,9.0,22.0,33.0,0.2692845474810496
2917,16027,K Goel,Harbhajan Singh,13.0,14.0,1.0,13.0,100.0,6.461538461538462,13.0,14.0,0.07854132634863942
2918,16028,KC Sangakkara,Harbhajan Singh,63.0,64.0,3.0,63.0,100.0,6.095238095238095,21.0,21.333333333333332,0.11968202110268861
2919,16033,KC Sangakkara,DJ Bravo,27.0,28.0,0.1,23.0,117.3913043478261,7.304347826086956,230.0,280.0,1.8440137490550135
2920,16035,K Goel,DJ Bravo,6.0,6.0,0.1,4.0,150.0,9.0,40.0,60.0,0.5049085265269679
2921,16045,Yuvraj Singh,DJ Bravo,10.0,11.0,2.0,15.0,66.66666666666667,4.4,7.5,5.5,0.020570347377024567
2922,16052,Yuvraj Singh,SM Pollock,11.0,11.0,1.0,4.0,275.0,16.5,4.0,11.0,0.1697053658604531
2923,16057,RR Sarwan,DS Kulkarni,2.0,2.0,0.1,4.0,50.0,3.0,40.0,20.0,0.056100947391885314
2924,16063,RR Sarwan,MA Khote,2.0,2.0,0.1,2.0,100.0,6.0,20.0,20.0,0.11220189478377063
2925,16064,KC Sangakkara,MA Khote,13.0,13.0,0.1,8.0,162.5,9.75,80.0,130.0,1.1851325136535777
2926,16070,RR Sarwan,A Nehra,3.0,3.0,1.0,3.0,100.0,6.0,3.0,3.0,0.016830284217565494
2927,16074,DPMD Jayawardene,A Nehra,16.0,16.0,0.1,16.0,100.0,6.0,160.0,160.0,0.8976151582701652
2928,16075,DPMD Jayawardene,MA Khote,7.0,7.0,0.1,2.0,350.0,21.0,20.0,70.0,1.3744732111011908
2929,16085,DPMD Jayawardene,DJ Bravo,18.0,22.0,0.1,21.0,85.71428571428571,6.285714285714286,210.0,220.0,1.0579035793898375
2930,16087,DPMD Jayawardene,Harbhajan Singh,47.0,47.0,1.0,37.0,127.02702702702703,7.621621621621622,37.0,47.0,0.3349378183477694
2931,16091,S Sohal,Harbhajan Singh,6.0,6.0,0.1,8.0,75.0,4.5,80.0,60.0,0.25245426326348397
2932,16095,S Sohal,DS Kulkarni,18.0,19.0,1.0,11.0,163.63636363636363,10.363636363636363,11.0,19.0,0.17442294552749799
2933,16098,B Lee,DS Kulkarni,8.0,9.0,0.1,6.0,133.33333333333334,9.0,60.0,90.0,0.6732113687026239
2934,16102,B Lee,Harbhajan Singh,8.0,10.0,0.1,4.0,200.0,15.0,40.0,100.0,1.1220189478377067
2935,16106,PP Chawla,Harbhajan Singh,7.0,7.0,1.0,5.0,140.0,8.4,5.0,7.0,0.0549789284440475
2936,16108,S Sreesanth,DS Kulkarni,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2937,16109,VRV Singh,DS Kulkarni,4.0,5.0,0.1,2.0,200.0,15.0,20.0,50.0,0.5610094739188533
2938,16113,L Ronchi,B Lee,1.0,1.0,0.1,3.0,33.333333333333336,2.0,30.0,10.0,0.01870031579729503
2939,16115,ST Jayasuriya,B Lee,4.0,6.0,2.0,14.0,28.571428571428573,2.5714285714285716,7.0,3.0,0.004808652633590094
2940,16119,ST Jayasuriya,IK Pathan,18.0,20.0,1.0,8.0,225.0,15.0,8.0,20.0,0.25245426326348397
2941,16120,L Ronchi,IK Pathan,10.0,11.0,0.1,6.0,166.66666666666666,11.0,60.0,110.0,1.028517368851231
2942,16130,DJ Bravo,B Lee,13.0,17.0,0.1,18.0,72.22222222222223,5.666666666666667,180.0,170.0,0.6887949652003699
2943,16132,RV Uthappa,IK Pathan,30.0,31.0,3.0,43.0,69.76744186046511,4.325581395348837,14.333333333333334,10.333333333333334,0.040444869049963805
2944,16133,DJ Bravo,IK Pathan,12.0,13.0,0.1,18.0,66.66666666666667,4.333333333333333,180.0,130.0,0.48620821072967285
2945,16139,DJ Bravo,VRV Singh,9.0,9.0,0.1,4.0,225.0,13.5,40.0,90.0,1.136044184685678
2946,16143,RV Uthappa,VRV Singh,4.0,4.0,1.0,3.0,133.33333333333334,8.0,3.0,4.0,0.029920505275672138
2947,16145,DJ Bravo,S Sreesanth,29.0,29.0,0.1,13.0,223.07692307692307,13.384615384615385,130.0,290.0,3.6292997505058127
2948,16146,RV Uthappa,S Sreesanth,56.0,58.0,0.1,20.0,280.0,17.4,200.0,580.0,9.110793856442179
2949,16151,DJ Bravo,PP Chawla,45.0,51.0,2.0,44.0,102.27272727272727,6.954545454545454,22.0,25.5,0.14630872075497364
2950,16153,RV Uthappa,PP Chawla,41.0,46.0,1.0,39.0,105.12820512820512,7.076923076923077,39.0,46.0,0.27129842764383516
2951,16169,SS Tiwary,PP Chawla,24.0,24.0,2.0,18.0,133.33333333333334,8.0,9.0,12.0,0.08976151582701652
2952,16172,SM Pollock,VRV Singh,12.0,12.0,0.1,5.0,240.0,14.4,50.0,120.0,1.6157072848862977
2953,16174,SS Tiwary,VRV Singh,12.0,12.0,0.1,6.0,200.0,12.0,60.0,120.0,1.3464227374052475
2954,16178,SM Pollock,PP Chawla,2.0,2.0,0.1,8.0,25.0,1.5,80.0,20.0,0.0280504736959426
2955,16191,AM Nayar,PP Chawla,15.0,15.0,1.0,16.0,93.75,5.625,16.0,15.0,0.07889195726983866
2956,16195,AM Nayar,IK Pathan,7.0,9.0,2.0,10.0,70.0,5.4,5.0,4.5,0.017671798428443908
2957,16196,Harbhajan Singh,IK Pathan,13.0,14.0,1.0,11.0,118.18181818181819,7.636363636363637,11.0,14.0,0.09282156750293746
2958,16197,MA Khote,IK Pathan,2.0,2.0,0.1,2.0,100.0,6.0,20.0,20.0,0.11220189478377063
2959,16198,SM Pollock,IK Pathan,2.0,2.0,0.1,2.0,100.0,6.0,20.0,20.0,0.11220189478377063
2960,16201,SM Pollock,B Lee,2.0,2.0,0.1,4.0,50.0,3.0,40.0,20.0,0.056100947391885314
2961,16202,MA Khote,B Lee,2.0,2.0,0.1,3.0,66.66666666666667,4.0,30.0,20.0,0.07480126318918034
2962,16207,SM Pollock,S Sreesanth,4.0,4.0,1.0,2.0,200.0,12.0,2.0,4.0,0.04488075791350821
2963,16209,DS Kulkarni,S Sreesanth,1.0,1.0,0.1,6.0,16.666666666666668,1.0,60.0,10.0,0.00935015789864757
2964,16214,DS Kulkarni,B Lee,0.0,0.0,0.1,5.0,0.0,0.0,50.0,0.0,0.0
2965,16219,MA Khote,S Sreesanth,4.0,4.0,1.0,2.0,200.0,12.0,2.0,4.0,0.04488075791350821
2966,16221,A Nehra,S Sreesanth,1.0,2.0,0.1,3.0,33.333333333333336,4.0,30.0,20.0,0.03740063159459017
2967,16226,DS Kulkarni,VRV Singh,1.0,2.0,0.1,6.0,16.666666666666668,2.0,60.0,20.0,0.01870031579729503
2968,16231,A Nehra,VRV Singh,1.0,2.0,0.1,2.0,50.0,6.0,20.0,20.0,0.056100947391885314
2969,16233,A Nehra,IK Pathan,1.0,1.0,1.0,9.0,11.11111111111111,0.6666666666666666,9.0,1.0,0.0006233438599098085
2970,16239,S Chanderpaul,SR Watson,1.0,1.0,1.0,7.0,14.285714285714286,0.8571428571428571,7.0,1.0,0.0008014421055982934
2971,16240,R Dravid,SR Watson,1.0,1.0,1.0,5.0,20.0,1.2,5.0,1.0,0.0011220189478376996
2972,16245,LRPL Taylor,Sohail Tanvir,24.0,26.0,0.1,11.0,218.1818181818182,14.181818181818182,110.0,260.0,3.182453742957859
2973,16247,S Chanderpaul,Sohail Tanvir,1.0,1.0,0.1,2.0,50.0,3.0,20.0,10.0,0.0280504736959426
2974,16254,LRPL Taylor,SR Watson,10.0,10.0,0.1,8.0,125.0,7.5,80.0,100.0,0.7012618423985666
2975,16256,JH Kallis,SR Watson,32.0,34.0,0.1,26.0,123.07692307692308,7.846153846153846,260.0,340.0,2.347608875475817
2976,16270,JH Kallis,MM Patel,56.0,56.0,2.0,46.0,121.73913043478261,7.304347826086956,23.0,28.0,0.19123105545755698
2977,16273,LRPL Taylor,MM Patel,25.0,25.0,1.0,11.0,227.27272727272728,13.636363636363637,11.0,25.0,0.31875538290843936
2978,16276,JH Kallis,SK Trivedi,38.0,38.0,2.0,30.0,126.66666666666667,7.6,15.0,19.0,0.13501628005647065
2979,16277,LRPL Taylor,SK Trivedi,12.0,12.0,0.1,9.0,133.33333333333334,8.0,90.0,120.0,0.8976151582701652
2980,16279,V Kohli,SK Trivedi,33.0,37.0,2.0,31.0,106.45161290322581,7.161290322580645,15.5,18.5,0.11048267220240643
2981,16284,V Kohli,MM Patel,20.0,21.0,1.0,25.0,80.0,5.04,25.0,21.0,0.09424959161836732
2982,16287,MV Boucher,MM Patel,2.0,2.0,0.1,3.0,66.66666666666667,4.0,30.0,20.0,0.07480126318918034
2983,16292,MV Boucher,SK Trivedi,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
2984,16300,P Kumar,MM Patel,2.0,2.0,1.0,6.0,33.333333333333336,2.0,6.0,2.0,0.0037400631594589617
2985,16302,MV Boucher,Sohail Tanvir,1.0,1.0,0.1,2.0,50.0,3.0,20.0,10.0,0.0280504736959426
2986,16304,P Kumar,Sohail Tanvir,1.0,1.0,0.1,5.0,20.0,1.2,50.0,10.0,0.011220189478376996
2987,16308,MV Boucher,SK Warne,3.0,3.0,1.0,7.0,42.857142857142854,2.5714285714285716,7.0,3.0,0.007212978950385196
2988,16312,SB Joshi,SK Warne,1.0,1.0,0.1,5.0,20.0,1.2,50.0,10.0,0.011220189478376996
2989,16314,P Kumar,YK Pathan,8.0,8.0,0.1,4.0,200.0,12.0,40.0,80.0,0.8976151582701652
2990,16316,SB Joshi,YK Pathan,2.0,2.0,0.1,2.0,100.0,6.0,20.0,20.0,0.11220189478377063
2991,16321,P Kumar,SK Warne,27.0,28.0,1.0,19.0,142.10526315789474,8.842105263157896,19.0,28.0,0.22322271699087004
2992,16326,P Kumar,SK Trivedi,5.0,5.0,0.1,7.0,71.42857142857143,4.285714285714286,70.0,50.0,0.2003605263995904
2993,16330,Z Khan,SK Trivedi,9.0,9.0,0.1,5.0,180.0,10.8,50.0,90.0,0.9088353477485424
2994,16337,Z Khan,SK Warne,2.0,2.0,1.0,6.0,33.333333333333336,2.0,6.0,2.0,0.0037400631594589617
2995,16339,Z Khan,Sohail Tanvir,3.0,3.0,0.1,5.0,60.0,3.6,50.0,30.0,0.10098170530539352
2996,16356,Z Khan,SR Watson,3.0,4.0,0.1,5.0,60.0,4.8,50.0,40.0,0.13464227374052473
2997,16359,R Vinay Kumar,SR Watson,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
2998,16363,GC Smith,P Kumar,16.0,22.0,2.0,35.0,45.714285714285715,3.7714285714285714,17.5,11.0,0.028210762117062305
2999,16365,M Rawat,P Kumar,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
3000,16369,GC Smith,Z Khan,53.0,55.0,0.1,34.0,155.88235294117646,9.705882352941176,340.0,550.0,4.809831224921933
3001,16387,GC Smith,R Vinay Kumar,17.0,17.0,0.1,13.0,130.76923076923077,7.846153846153846,130.0,170.0,1.2471672150965276
3002,16388,SR Watson,R Vinay Kumar,47.0,48.0,0.1,26.0,180.76923076923077,11.076923076923077,260.0,480.0,4.867836050618973
3003,16406,SR Watson,A Kumble,45.0,47.0,0.1,34.0,132.35294117647058,8.294117647058824,340.0,470.0,3.489808933348161
3004,16411,GC Smith,A Kumble,15.0,15.0,0.1,13.0,115.38461538461539,6.923076923076923,130.0,150.0,0.9709779356287844
3005,16412,SR Watson,JH Kallis,20.0,22.0,1.0,18.0,111.11111111111111,7.333333333333333,18.0,22.0,0.13713564918016408
3006,16413,GC Smith,JH Kallis,17.0,17.0,1.0,20.0,85.0,5.1,20.0,17.0,0.08106586898127432
3007,16425,GC Smith,SB Joshi,14.0,14.0,1.0,9.0,155.55555555555554,9.333333333333334,9.0,14.0,0.12217539654232806
3008,16426,SR Watson,SB Joshi,13.0,13.0,0.1,10.0,130.0,7.8,100.0,130.0,0.9481060109228621
3009,16443,SR Watson,P Kumar,67.0,74.0,2.0,42.0,159.52380952380952,10.571428571428571,21.0,37.0,0.3311291632963898
3010,16461,M Kaif,Z Khan,4.0,4.0,0.1,6.0,66.66666666666667,4.0,60.0,40.0,0.14960252637836086
3011,16468,SC Ganguly,JDP Oram,7.0,7.0,0.1,4.0,175.0,10.5,40.0,70.0,0.6872366055505953
3012,16470,BB McCullum,JDP Oram,27.0,28.0,1.0,10.0,270.0,16.8,10.0,28.0,0.424123162282653
3013,16474,BB McCullum,MS Gony,15.0,16.0,0.1,7.0,214.28571428571428,13.714285714285714,70.0,160.0,1.9234610534360685
3014,16484,RT Ponting,JDP Oram,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3015,16485,WP Saha,JDP Oram,0.0,0.0,0.1,2.0,0.0,0.0,20.0,0.0,0.0
3016,16487,SC Ganguly,MS Gony,18.0,18.0,1.0,16.0,112.5,6.75,16.0,18.0,0.11360441846856772
3017,16488,WP Saha,MS Gony,29.0,29.0,1.0,17.0,170.58823529411765,10.235294117647058,17.0,29.0,0.2775346868033856
3018,16493,WP Saha,P Amarnath,12.0,12.0,0.1,6.0,200.0,12.0,60.0,120.0,1.3464227374052475
3019,16504,DJ Hussey,MS Gony,9.0,9.0,0.1,9.0,100.0,6.0,90.0,90.0,0.5049085265269679
3020,16505,SC Ganguly,M Muralitharan,3.0,6.0,1.0,15.0,20.0,2.4,15.0,6.0,0.006732113687026198
3021,16512,SC Ganguly,P Amarnath,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
3022,16513,DJ Hussey,P Amarnath,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3023,16514,Mohammad Hafeez,P Amarnath,7.0,8.0,1.0,11.0,63.63636363636363,4.363636363636363,11.0,8.0,0.02856048230859609
3024,16518,Mohammad Hafeez,M Muralitharan,4.0,4.0,0.1,7.0,57.142857142857146,3.4285714285714284,70.0,40.0,0.12823073689573777
3025,16525,Mohammad Hafeez,Joginder Sharma,4.0,4.0,0.1,4.0,100.0,6.0,40.0,40.0,0.22440378956754126
3026,16526,SC Ganguly,Joginder Sharma,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0
3027,16528,LR Shukla,Joginder Sharma,21.0,22.0,0.1,14.0,150.0,9.428571428571429,140.0,220.0,1.8513312639322157
3028,16532,LR Shukla,M Muralitharan,6.0,13.0,1.0,16.0,37.5,4.875,16.0,13.0,0.027349211853543998
3029,16539,LR Shukla,P Amarnath,3.0,3.0,0.1,3.0,100.0,6.0,30.0,30.0,0.16830284217565594
3030,16543,LR Shukla,JDP Oram,14.0,14.0,0.1,8.0,175.0,10.5,80.0,140.0,1.3744732111011908
3031,16546,Mohammad Hafeez,JDP Oram,1.0,1.0,0.1,2.0,50.0,3.0,20.0,10.0,0.0280504736959426
3032,16559,AB Agarkar,P Amarnath,6.0,6.0,0.1,2.0,300.0,18.0,20.0,60.0,1.0098170530539359
3033,16562,AB Agarkar,M Muralitharan,6.0,6.0,0.1,4.0,150.0,9.0,40.0,60.0,0.5049085265269679
3034,16570,AB Agarkar,Joginder Sharma,2.0,3.0,0.1,3.0,66.66666666666667,6.0,30.0,30.0,0.11220189478377063
3035,16575,AB Agarkar,MS Gony,2.0,2.0,1.0,2.0,100.0,6.0,2.0,2.0,0.011220189478376996
3036,16577,LR Shukla,MS Gony,2.0,2.0,0.1,2.0,100.0,6.0,20.0,20.0,0.11220189478377063
3037,16578,M Kartik,MS Gony,3.0,3.0,0.1,2.0,150.0,9.0,20.0,30.0,0.25245426326348397
3038,16582,M Kartik,JDP Oram,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3039,16584,I Sharma,JDP Oram,1.0,1.0,0.1,1.0,100.0,6.0,10.0,10.0,0.056100947391885314
3040,16590,I Sharma,Joginder Sharma,3.0,3.0,0.1,2.0,150.0,9.0,20.0,30.0,0.25245426326348397
3041,16601,ML Hayden,I Sharma,13.0,20.0,1.0,13.0,100.0,9.23076923076923,13.0,20.0,0.11220189478377063
3042,16607,ML Hayden,AB Dinda,10.0,10.0,0.1,7.0,142.85714285714286,8.571428571428571,70.0,100.0,0.8014421055983617
3043,16627,ML Hayden,AB Agarkar,16.0,17.0,0.1,10.0,160.0,10.2,100.0,170.0,1.525945769059281
3044,16630,PA Patel,AB Agarkar,35.0,36.0,1.0,29.0,120.6896551724138,7.448275862068965,29.0,36.0,0.2437489438406052
3045,16633,PA Patel,DJ Hussey,8.0,9.0,0.1,7.0,114.28571428571429,7.714285714285714,70.0,90.0,0.5770383160308205
3046,16636,ML Hayden,DJ Hussey,7.0,7.0,0.1,2.0,350.0,21.0,20.0,70.0,1.3744732111011908
3047,16639,ML Hayden,Mohammad Hafeez,10.0,10.0,0.1,6.0,166.66666666666666,10.0,60.0,100.0,0.9350157898647553
3048,16640,PA Patel,Mohammad Hafeez,2.0,3.0,0.1,3.0,66.66666666666667,6.0,30.0,30.0,0.11220189478377063
3049,16650,MS Dhoni,AB Agarkar,46.0,50.0,0.1,32.0,143.75,9.375,320.0,500.0,4.032255593791758
3050,16652,MS Dhoni,Mohammad Hafeez,3.0,3.0,0.1,4.0,75.0,4.5,40.0,30.0,0.12622713163174193
3051,16664,ML Hayden,M Kartik,12.0,13.0,0.1,10.0,120.0,7.8,100.0,130.0,0.8751747793134111
3052,16665,MS Dhoni,M Kartik,46.0,46.0,0.1,37.0,124.32432432432432,7.45945945945946,370.0,460.0,3.20836769408728
3053,16670,ML Hayden,LR Shukla,2.0,3.0,0.1,3.0,66.66666666666667,6.0,30.0,30.0,0.11220189478377063
3054,16671,MS Dhoni,LR Shukla,37.0,37.0,0.1,19.0,194.73684210526315,11.68421052631579,190.0,370.0,4.042220893657422
3055,16693,MS Dhoni,I Sharma,27.0,30.0,0.1,18.0,150.0,10.0,180.0,300.0,2.52454263263484
3056,16701,L Ronchi,RP Singh,5.0,5.0,1.0,5.0,100.0,6.0,5.0,5.0,0.0280504736959426
3057,16705,ST Jayasuriya,RP Singh,0.0,2.0,2.0,10.0,0.0,1.2,5.0,1.0,0.0
3058,16708,L Ronchi,DNT Zoysa,8.0,8.0,0.1,6.0,133.33333333333334,8.0,60.0,80.0,0.5984101055134434
